,Tickers,day_of
24720,FMC,1999-01-13
24721,ABB,2004-08-20
24722,LYTS,1992-02-28
24723,MAG,2002-11-07
24724,FLOW,2002-12-16
24725,FLOW,2006-04-04
24726,GRVY,2001-10-11
24727,ITT,1999-11-08
24728,ITT,2003-11-10
24729,ITT,2007-11-06
24730,ITT,2007-11-06
24731,ITT,2007-11-08
24732,ITT,2007-11-06
24733,ITT,2007-10-05
24734,GSQD,1998-01-20
24735,ECOL,1994-02-28
24736,JJSF,2005-11-04
24737,AME,1995-06-15
24738,FST.U,2004-10-08
24739,QCOM,2003-03-31
24740,QCOM,2003-05-09
24741,QCOM,2003-10-16
24742,QCOM,2004-02-02
24743,QCOM,2003-03-31
24744,ACAD,2001-11-26
24745,RFIL,2001-06-29
24746,ITT,1984-09-21
24747,ARKO,2000-08-15
24748,ARKO,2001-05-22
24749,ARKO,2002-06-05
24750,ARKO,2002-09-20
24751,ARKO,2001-10-15
24752,ARKO,2002-07-15
24753,ARKO,2000-10-26
24754,ARKO,2002-02-07
24755,ARKO,2002-04-26
24756,ARKO,2002-03-15
24757,ARKO,2003-05-23
24758,ARKO,2003-05-30
24759,ARKO,2003-01-21
24760,ARKO,2003-10-24
24761,ARKO,2003-12-01
24762,ARKO,2004-06-21
24763,ARKO,2004-01-26
24764,ARKO,2003-09-05
24765,ARKO,2003-04-09
24766,ARKO,2003-11-17
24767,ARKO,2003-09-05
24768,ARKO,2004-09-08
24769,ARKO,2005-01-18
24770,ARKO,2005-03-18
24771,ARKO,2003-09-05
24772,ARKO,2005-05-13
24773,ARKO,2005-01-31
24774,ARKO,2006-05-04
24775,ARKO,2006-06-07
24776,ARKO,2005-06-10
24777,ARKO,2006-02-14
24778,ARKO,2003-10-23
24779,ARKO,2008-04-25
24780,ASML,2003-03-25
24781,ASML,2002-08-19
24782,ASML,2002-05-23
24783,ASML,2004-06-30
24784,ASML,2004-06-29
24785,ASML,2004-11-05
24786,ASML,2008-02-21
24787,ASML,2004-11-05
24788,ASML,2005-04-19
24789,ASML,2004-09-03
24790,ASML,2006-12-29
24791,ASML,2006-11-08
24792,ASML,2007-09-13
24793,ASML,2005-08-22
24794,EEH,1980-12-09
24795,OSIS,2004-10-14
24796,CNHI,2004-02-23
24797,CNHI,2005-05-17
24798,NCR,1995-02-23
24799,FMC,1983-09-09
24800,UVE,1984-08-20
24801,UVE,1987-04-28
24802,UVE,1987-05-11
24803,UVE,1988-09-09
24804,UVE,1988-09-26
24805,UVE,1990-06-11
24806,UVE,1999-02-03
24807,EMKR,1996-09-30
24808,USCR,1990-12-19
24809,ECOL,1996-11-12
24810,MMM,1999-09-23
24811,MMM,1997-12-01
24812,MMM,2000-02-08
24813,MMM,2002-02-05
24814,MMM,2001-12-19
24815,ITT,1981-11-18
24816,ITT,1984-06-11
24817,QCOM,2003-11-10
24818,QCOM,2005-09-01
24819,DWPP,2002-03-05
24820,MMM,1998-11-10
24821,MMM,2001-02-07
24822,MMM,2000-05-31
24823,MMM,2001-11-28
24824,MMM,2002-12-20
24825,MMM,2001-09-05
24826,MMM,2003-11-06
24827,SAIC,1990-12-05
24828,SAIC,1993-08-12
24829,GSIT,2002-10-31
24830,GSIT,2002-08-13
24831,GSIT,2005-04-26
24832,GSIT,2006-04-23
24833,USCR,1997-09-11
24834,NL,1992-07-09
24835,NL,1994-03-21
24836,NL,1996-03-12
24837,NL,1998-07-27
24838,NL,1999-12-23
24839,NL,1999-02-10
24840,NL,2001-03-09
24841,NL,2002-01-28
24842,NL,2002-11-08
24843,NL,2000-10-16
24844,NL,2001-08-02
24845,NL,2003-08-04
24846,NL,2002-07-22
24847,NL,2003-03-17
24848,UVE,1983-11-01
24849,UVE,1984-07-06
24850,UVE,1987-10-02
24851,UVE,1988-05-12
24852,UVE,1988-10-14
24853,UVE,1990-03-19
24854,UVE,1989-01-24
24855,GIB,2003-06-23
24856,GIB,2004-02-10
24857,GIB,2004-02-10
24858,GIB,2004-08-11
24859,GIB,2003-09-09
24860,GIB,2004-06-30
24861,GIB,2004-06-04
24862,QCOM,1998-06-24
24863,HNI,2003-06-13
24864,SCPE,2001-09-14
24865,SCPE,2001-09-14
24866,SCPE,2000-05-25
24867,SCPE,2003-11-06
24868,SCPE,2003-07-08
24869,SCPE,2004-06-30
24870,SCPE,2006-11-29
24871,SCPE,2003-11-05
24872,SCPE,2003-11-05
24873,SCPE,2006-01-10
24874,SCPE,2004-09-03
24875,SCPE,2007-09-21
24876,SCPE,2006-08-28
24877,SCPE,2006-08-28
24878,SCPE,2007-05-14
24879,SCPE,2007-09-21
24880,SCPE,2007-09-21
24881,MMM,2002-09-03
24882,MMM,2002-09-03
24883,MMM,2002-09-03
24884,MMM,2002-09-03
24885,RFIL,2006-10-12
24886,GSQD,1987-01-20
24887,GSQD,1994-04-21
24888,GSQD,1993-02-23
24889,NVDA,1999-12-06
24890,NVDA,2000-12-05
24891,NVDA,2000-11-27
24892,NVDA,2001-09-20
24893,NVDA,2000-01-19
24894,NVDA,2000-08-11
24895,NVDA,1999-12-06
24896,NVDA,2001-09-20
24897,NVDA,2001-06-19
24898,NVDA,1999-12-06
24899,NVDA,2001-09-20
24900,NVDA,2000-10-16
24901,NVDA,1999-12-06
24902,NVDA,2003-09-08
24903,NVDA,2003-03-31
24904,NVDA,2002-07-17
24905,NVDA,2002-06-28
24906,NVDA,2002-08-27
24907,NVDA,2001-09-20
24908,NVDA,2002-06-28
24909,NVDA,2002-06-28
24910,NVDA,2000-05-31
24911,NVDA,2002-07-01
24912,NVDA,2003-12-18
24913,NVDA,2007-04-13
24914,NVDA,2005-12-16
24915,AGCO,2001-06-06
24916,AGCO,2002-03-28
24917,AGCO,2002-11-20
24918,AGCO,2006-02-10
24919,AGCO,2006-02-01
24920,AGCO,2007-12-19
24921,AGCO,2007-12-19
24922,GIB,2006-01-13
24923,MMM,2001-05-02
24924,MMM,2000-07-12
24925,MMM,1999-10-28
24926,MMM,2001-07-23
24927,MMM,2002-04-15
24928,USCR,1997-01-03
24929,USCR,1996-03-01
24930,SAIC,1996-09-30
24931,USCR,1996-03-24
24932,NCR,1981-07-31
24933,LYTS,1994-04-19
24934,LYTS,1994-04-19
24935,LYTS,1994-09-13
24936,LYTS,1995-04-19
24937,LYTS,1994-04-19
24938,LYTS,1996-02-21
24939,LYTS,1996-02-13
24940,LYTS,1996-05-03
24941,LYTS,1995-11-13
24942,LYTS,1996-09-17
24943,LYTS,1994-04-19
24944,LYTS,1995-11-20
24945,LYTS,1996-01-05
24946,LYTS,1997-12-09
24947,LYTS,1996-04-23
24948,LYTS,1997-05-23
24949,LYTS,1994-04-19
24950,LYTS,1997-09-17
24951,LYTS,1996-10-09
24952,LYTS,1996-10-09
24953,LYTS,1994-04-19
24954,LYTS,1994-04-19
24955,MMM,2003-11-06
24956,MMM,2003-11-06
24957,MMM,2003-11-06
24958,LB,1990-05-15
24959,LB,1991-11-04
24960,LB,2003-02-04
24961,DNZ,1980-08-04
24962,DNZ,1982-06-25
24963,DNZ,1982-09-28
24964,DNZ,1982-06-25
24965,DNZ,1985-09-30
24966,DNZ,1986-10-31
24967,DNZ,2001-10-26
24968,BEST,2002-09-23
24969,DNZ,2006-09-07
24970,DNZ,2006-09-07
24971,DNZ,2006-09-07
24972,DNZ,2006-09-07
24973,DNZ,2006-09-07
24974,CAE,1980-08-22
24975,CAE,1993-09-17
24976,CAE,1994-03-03
24977,MMM,2001-08-30
24978,ADCT,2005-10-13
24979,LB,1984-01-30
24980,LB,1983-12-05
24981,LB,1986-03-11
24982,LB,1987-07-13
24983,BEST,1991-12-11
24984,BEST,1991-05-17
24985,MMM,2000-06-21
24986,MMM,2002-10-01
24987,LB,2000-09-29
24988,ESM.U,1983-03-28
24989,ECOL,1990-05-17
24990,SAIC,2005-11-18
24991,MMM,1999-07-15
24992,MMM,2002-12-18
24993,MMM,2004-04-05
24994,MMM,2002-12-18
24995,MMM,2004-07-09
24996,MMM,2004-12-29
24997,MMM,2004-12-29
24998,MMM,2007-04-13
24999,MMM,2006-07-17
25000,MMM,2000-08-25
25001,SAIC,2000-02-15
25002,SAIC,2002-02-26
25003,SAIC,2001-04-13
25004,SAIC,2001-04-13
25005,SAIC,2002-02-26
25006,SAIC,2003-03-31
25007,SAIC,1999-10-29
25008,SAIC,2003-03-31
25009,XRAY,1985-11-26
25010,XRAY,1987-04-07
25011,XRAY,1986-11-25
25012,XRAY,1988-07-06
25013,STE,2002-05-07
25014,MMM,2002-01-15
25015,ABB,1997-10-02
25016,ABB,1999-07-28
25017,ITT,1992-10-14
25018,ITT,1993-09-07
25019,ADCT,2005-03-31
25020,ADCT,2005-03-31
25021,ADCT,2005-03-31
25022,ADCT,2008-01-25
25023,ADCT,2008-03-17
25024,ADCT,2005-03-31
25025,ADCT,2005-03-31
25026,ECOL,2007-04-23
25027,GSQD,1997-07-17
25028,GSQD,1995-04-06
25029,SAIC,1991-12-06
25030,AMNA,1997-11-24
25031,ITT,2001-08-28
25032,MMM,2000-06-30
25033,MMM,2003-06-17
25034,MMM,2004-09-08
25035,NCR,1995-12-21
25036,MMM,2000-07-14
25037,MMM,2004-06-17
25038,MMM,2004-02-13
25039,MMM,2006-05-19
25040,MMM,2006-12-28
25041,DSPG,1998-08-06
25042,ITT,1972-03-14
25043,ITT,1993-12-14
25044,JJSF,1986-03-14
25045,JJSF,1989-01-17
25046,JJSF,1989-04-10
25047,JJSF,1990-08-24
25048,JJSF,1991-08-23
25049,FMC,1993-07-06
25050,FMC,1996-01-05
25051,FMC,2004-04-06
25052,FMC,2006-10-10
25053,MMM,1998-07-17
25054,MMM,1998-07-17
25055,MMM,1999-08-31
25056,MMM,2000-12-29
25057,MMM,2002-07-29
25058,MMM,2004-01-21
25059,MMM,2004-01-21
25060,MMM,2006-12-05
25061,MMM,2008-02-20
25062,FMC,1996-09-12
25063,ECOL,1996-03-05
25064,NCR,1996-08-19
25065,MMM,2002-09-17
25066,MMM,2006-12-15
25067,JJSF,1979-10-25
25068,JJSF,1979-11-29
25069,JJSF,1985-04-08
25070,JJSF,1985-04-18
25071,JJSF,1985-05-31
25072,JJSF,1986-07-24
25073,JJSF,1985-04-03
25074,JJSF,1987-03-09
25075,ABB,1999-07-30
25076,STE,1991-04-05
25077,ICCH,2002-03-12
25078,ECOL,1995-09-08
25079,ECOL,1997-04-25
25080,CHFS,2002-04-03
25081,CHFS,2002-04-03
25082,CHFS,2002-04-03
25083,CNHI,2002-07-12
25084,ADCT,2000-02-01
25085,ADCT,2000-02-01
25086,ADCT,2002-02-15
25087,ADCT,2001-01-17
25088,ADCT,2002-07-31
25089,ADCT,2002-07-01
25090,ADCT,2000-02-01
25091,ADCT,2007-03-28
25092,ADCT,2006-08-29
25093,ADCT,2007-04-12
25094,ADCT,2002-06-26
25095,ADCT,2002-07-12
25096,ADCT,2002-08-28
25097,ADCT,2002-04-22
25098,ADCT,2002-07-26
25099,ADCT,2003-02-18
25100,ADCT,2003-10-30
25101,CONXU,1993-08-25
25102,CONXU,1996-01-25
25103,CONXU,1995-03-20
25104,CONXU,1998-09-16
25105,CONXU,1999-06-09
25106,AGNG,2000-07-11
25107,FMC,1991-12-19
25108,FMC,1991-09-23
25109,FMC,1991-09-23
25110,FMC,1992-04-27
25111,FMC,1994-10-14
25112,FMC,1994-04-22
25113,FMC,1994-12-23
25114,FMC,1994-11-23
25115,SP,1992-03-06
25116,DNZ,2000-06-23
25117,DNZ,1990-09-28
25118,PPG,1978-02-13
25119,NCR,2002-12-06
25120,RFIL,1996-04-05
25121,SAIC,1989-12-13
25122,SAIC,1993-09-24
25123,FLOW,2002-02-08
25124,FLOW,2002-12-20
25125,FLOW,2003-03-12
25126,FLOW,2003-11-21
25127,QCOM,1991-10-08
25128,NVDA,1999-03-23
25129,NVDA,2000-09-05
25130,NVDA,2000-11-21
25131,NVDA,2002-11-04
25132,NVDA,2001-08-06
25133,NVDA,2003-04-17
25134,NVDA,2005-09-15
25135,QCOM,2004-01-14
25136,IDXX,1998-11-10
25137,IDXX,2000-07-25
25138,IDXX,2002-12-20
25139,STE,1999-12-09
25140,ITT,2002-05-08
25141,SCPE,2003-01-31
25142,SCPE,2004-04-22
25143,SCPE,2004-04-22
25144,SCPE,2004-04-22
25145,SCPE,2006-01-10
25146,SCPE,2006-07-17
25147,RES,1999-02-04
25148,RES,1999-06-30
25149,RES,1999-02-04
25150,RES,2001-04-05
25151,RES,2000-04-19
25152,RES,1999-06-30
25153,RES,1999-06-30
25154,NCR,2000-01-31
25155,NCR,2000-06-30
25156,NCR,2000-06-19
25157,NCR,2000-08-31
25158,NCR,2000-03-31
25159,ECOL,1991-08-16
25160,USCR,1997-12-12
25161,LYTS,2005-04-28
25162,LYTS,2005-04-28
25163,ECOL,1996-02-26
25164,ECOL,2000-06-21
25165,NVDA,2005-06-10
25166,MMM,2006-04-18
25167,ABB,1998-12-21
25168,NVDA,2005-05-18
25169,SP,1992-03-06
25170,NCR,2002-08-21
25171,LB,1976-07-16
25172,LYTS,2003-11-14
25173,NCR,1977-12-22
25174,MTSC,1987-12-02
25175,MTSC,1992-03-23
25176,MTSC,1998-02-19
25177,MTSC,2001-07-17
25178,MTSC,2001-12-14
25179,MTSC,2002-02-27
25180,MMM,2004-03-09
25181,MMM,2006-04-18
25182,DWPP,2004-03-12
25183,LYTS,2003-02-14
25184,FLOW,1999-02-23
25185,FLOW,2001-03-06
25186,FLOW,2001-07-24
25187,FLOW,2001-05-30
25188,MMM,2005-10-31
25189,SCPE,2002-06-26
25190,SCPE,2003-02-14
25191,SCPE,2007-07-31
25192,SITC,1997-05-05
25193,OSIS,1999-07-29
25194,OSIS,2003-11-17
25195,MMM,1999-06-23
25196,PCAR,2000-01-28
25197,PCAR,2004-01-30
25198,PCAR,2005-06-27
25199,PCAR,2005-08-04
25200,MTSC,2000-02-24
25201,TOPS,1984-02-24
25202,KLAC,1998-09-08
25203,DWPP,2002-03-26
25204,ITT,2004-06-07
25205,ITT,2004-10-06
25206,LB,2000-06-23
25207,QCOM,1991-10-08
25208,DLHC,1988-10-31
25209,ADT,1985-05-08
25210,ADT,1987-04-13
25211,ADT,1988-09-01
25212,ABB,1996-09-05
25213,ABB,1998-05-12
25214,ABB,1999-10-01
25215,ABB,1999-12-22
25216,PPG,2000-08-11
25217,CNHI,2005-02-04
25218,CNHI,2006-06-26
25219,CNHI,2006-03-06
25220,BEST,2003-10-27
25221,BEST,2003-10-27
25222,ITT,1998-07-09
25223,ITT,2005-06-23
25224,ITT,2007-10-01
25225,MTSC,1997-09-08
25226,QCOM,2000-03-03
25227,QCOM,2002-02-14
25228,QCOM,2002-02-14
25229,QCOM,2002-02-14
25230,QCOM,2002-02-08
25231,QCOM,2001-11-07
25232,QCOM,2001-10-17
25233,QCOM,2001-11-08
25234,QCOM,2001-10-17
25235,QCOM,2001-10-17
25236,LYTS,2004-09-29
25237,HNI,2003-01-31
25238,FLOW,2005-04-11
25239,FLOW,2005-04-29
25240,ITT,1975-02-18
25241,ITT,1982-03-22
25242,PPG,1978-09-29
25243,PPG,1979-05-16
25244,PPG,1979-06-22
25245,RFIL,2006-03-31
25246,ITT,2007-11-06
25247,ITT,2007-11-06
25248,ITT,2007-11-08
25249,ITT,2007-11-06
25250,SAIC,2000-01-21
25251,ITT,1974-04-18
25252,SAIC,1991-11-04
25253,DWPP,1997-09-05
25254,QCOM,1998-12-04
25255,QCOM,2001-08-20
25256,QCOM,2002-08-29
25257,QCOM,2004-05-26
25258,QCOM,2002-10-22
25259,QCOM,2001-08-03
25260,QCOM,2002-08-29
25261,QCOM,2004-09-29
25262,QCOM,2005-10-05
25263,BP,1997-01-14
25264,BP,2001-02-08
25265,BP,2004-03-04
25266,BP,2002-05-02
25267,BP,2005-03-15
25268,QCOM,1999-01-29
25269,QCOM,2000-06-14
25270,QCOM,2002-05-03
25271,QCOM,2003-08-28
25272,QCOM,2003-08-07
25273,QCOM,2007-01-17
25274,GATX,2001-10-17
25275,ECOL,1994-04-08
25276,NCR,1999-09-30
25277,NCR,2000-06-30
25278,NCR,2001-10-12
25279,NCR,2002-01-25
25280,NCR,2002-12-05
25281,NCR,2001-12-31
25282,NCR,2000-06-30
25283,NCR,2001-02-28
25284,NCR,2001-08-07
25285,AGNG,2000-10-24
25286,PFIN,2006-09-28
25287,MMM,2001-04-27
25288,MMM,2000-09-12
25289,MMM,2000-09-12
25290,MMM,2001-02-15
25291,MMM,2000-09-12
25292,MMM,2003-09-12
25293,SCPE,1997-05-12
25294,MMM,2006-09-08
25295,MMM,2003-03-20
25296,MMM,2005-05-18
25297,MMM,2005-09-08
25298,MMM,2008-02-12
25299,PCAR,1991-07-10
25300,PCAR,1995-07-12
25301,BKTI,2006-04-06
25302,ADCT,2001-01-24
25303,GPX,2004-02-12
25304,PPG,1985-09-27
25305,PPG,1993-10-04
25306,PPG,2003-04-04
25307,PPG,2003-04-04
25308,LB,2002-02-27
25309,LB,2003-08-26
25310,DWPP,1999-03-03
25311,PPG,1991-06-26
25312,PFIN,1997-09-19
25313,FLIR,2006-03-20
25314,AGNG,1998-11-19
25315,AGNG,2001-07-23
25316,CNHI,2004-04-12
25317,CNHI,2004-10-21
25318,CNHI,2004-04-12
25319,CNHI,2004-10-15
25320,CNHI,2006-06-05
25321,CNHI,2006-07-14
25322,CNHI,2006-01-13
25323,LB,1989-07-21
25324,PPG,1991-06-12
25325,PPG,1991-06-26
25326,PPG,1992-06-26
25327,PPG,1993-05-17
25328,FMC,1992-07-29
25329,FMC,1993-10-26
25330,SAIC,2005-12-22
25331,ITT,1998-01-13
25332,ITT,2003-01-10
25333,ITT,2008-12-02
25334,DWPP,2002-12-06
25335,DNZ,1976-05-17
25336,SAIC,1982-04-05
25337,PPG,1993-02-16
25338,PPG,1994-06-23
25339,PPG,1995-06-05
25340,MMM,1997-05-19
25341,MMM,2006-04-06
25342,MMM,2005-12-21
25343,CNHI,2004-07-24
25344,CNHI,2006-11-22
25345,FTSI,1975-04-17
25346,FTSI,1975-05-21
25347,FTSI,1976-07-02
25348,FTSI,1976-10-04
25349,FTSI,1976-12-06
25350,FTSI,1977-01-24
25351,FTSI,1977-07-18
25352,FTSI,1977-09-12
25353,FTSI,1978-05-12
25354,FTSI,1977-11-04
25355,FTSI,1978-05-12
25356,FTSI,1986-08-26
25357,FTSI,1986-10-24
25358,FTSI,1990-01-02
25359,FTSI,1994-01-03
25360,ITT,1985-11-29
25361,ITT,2002-05-28
25362,PCPL.U,1999-06-21
25363,UVE,1998-08-04
25364,UVE,1982-09-27
25365,UVE,1982-07-06
25366,UVE,1983-03-04
25367,PPG,1985-09-03
25368,PPG,1989-04-18
25369,PPG,1991-01-10
25370,ABMD,2001-04-26
25371,MTSC,1996-03-07
25372,MMM,1996-08-26
25373,MMM,1999-11-23
25374,OSIS,2002-11-27
25375,MMM,2002-11-15
25376,NVDA,2001-10-17
25377,NVDA,2001-08-06
25378,NVDA,2002-03-20
25379,NVDA,2004-11-02
25380,NVDA,2005-12-01
25381,NVDA,2007-12-13
25382,ADTN,2002-07-09
25383,LYTS,1995-08-31
25384,LYTS,1995-01-18
25385,LYTS,1996-07-09
25386,LYTS,1997-03-25
25387,UVE,1994-10-11
25388,CNHI,2003-01-01
25389,ASML,2004-01-14
25390,ASML,2005-07-26
25391,ASML,2004-10-29
25392,ASML,2004-01-14
25393,AGCO,1993-09-21
25394,ITT,1979-03-05
25395,LB,2002-09-30
25396,LB,2002-01-16
25397,LB,2002-12-18
25398,FMC,1984-10-09
25399,FMC,1986-07-21
25400,FMC,1986-06-13
25401,BKTI,1999-05-26
25402,BKTI,2003-05-22
25403,BKTI,2004-03-12
25404,BKTI,2005-09-02
25405,BKTI,2003-05-19
25406,ABB,2001-04-26
25407,ABB,2002-07-22
25408,PPG,1994-09-12
25409,PPG,1999-08-11
25410,PPG,1979-12-26
25411,NL,1980-03-14
25412,NL,1980-11-03
25413,NL,1981-08-20
25414,NL,1981-02-12
25415,NL,1981-11-19
25416,NL,1984-10-31
25417,NL,1985-03-04
25418,NL,1986-07-31
25419,JPM,2004-01-27
25420,FMC,1988-07-22
25421,PCAR,1974-07-17
25422,MMM,2001-09-07
25423,MMM,2003-01-14
25424,GSQD,1996-11-05
25425,GSQD,1997-11-06
25426,GSQD,1997-01-13
25427,GSQD,1996-08-09
25428,GSQD,1999-03-04
25429,GSQD,1998-01-13
25430,GSQD,1999-03-04
25431,GSQD,1999-12-21
25432,GSQD,2001-09-20
25433,GSQD,2001-07-05
25434,GSQD,2001-07-05
25435,GSQD,2001-09-25
25436,NL,1986-05-23
25437,LB,1999-03-02
25438,MMM,2002-12-17
25439,DWPP,2004-02-26
25440,AGNG,1980-09-12
25441,MMM,2002-08-12
25442,MMM,2002-08-12
25443,MMM,2002-08-12
25444,MMM,2006-09-25
25445,ADCT,1991-07-16
25446,JJSF,1985-02-19
25447,JJSF,1987-03-16
25448,JJSF,1988-07-14
25449,JJSF,1990-03-07
25450,JJSF,1991-05-20
25451,JJSF,1994-01-03
25452,JJSF,1995-07-13
25453,ARC,1989-03-20
25454,NODK,1980-10-28
25455,LYTS,2004-06-04
25456,MMM,2002-11-27
25457,MMM,2003-09-05
25458,CTS,2001-08-31
25459,UVE,2005-12-01
25460,JJSF,2002-10-03
25461,ABB,2002-09-27
25462,ABB,2004-09-15
25463,ABB,2003-07-07
25464,UVE,2002-11-08
25465,OGS,2001-05-03
25466,OGS,2000-06-19
25467,SBFG,1999-08-13
25468,FLOW,2003-10-28
25469,FLOW,2004-06-15
25470,FLOW,2003-12-18
25471,ACEV,1995-09-08
25472,FLOW,2006-04-18
25473,FLOW,2004-05-10
25474,FLOW,2004-05-10
25475,FLOW,2004-05-10
25476,FLOW,2003-12-12
25477,FLOW,2005-04-25
25478,FLOW,2005-04-18
25479,FLOW,2005-03-18
25480,FLOW,2004-03-10
25481,LYTS,2006-02-16
25482,NCR,1995-10-12
25483,NCR,1995-10-12
25484,NCR,1995-10-12
25485,NCR,1996-10-31
25486,FLOW,2003-12-18
25487,FLOW,2004-06-15
25488,FLOW,2004-08-03
25489,LYTS,1999-12-07
25490,LYTS,2000-05-11
25491,ASML,2002-02-27
25492,JJSF,2004-04-30
25493,MMM,2002-04-12
25494,ITT,1992-09-29
25495,ITT,1992-09-29
25496,ITT,1994-08-19
25497,ITT,1998-02-13
25498,ITT,1998-02-13
25499,DWPP,1999-12-20
25500,DWPP,2002-03-05
25501,DWPP,2001-09-07
25502,DWPP,2007-01-17
25503,ADCT,2005-04-18
25504,ADCT,2004-09-10
25505,ADCT,2005-04-15
25506,ADCT,2007-01-10
25507,ADCT,2007-02-26
25508,ADCT,2007-04-02
25509,ADCT,2008-08-01
25510,TCP,2001-04-16
25511,NCR,1988-12-27
25512,MMM,2001-12-18
25513,MMM,2001-12-18
25514,LYTS,2002-11-15
25515,LYTS,2002-11-13
25516,LYTS,2003-03-31
25517,LYTS,2003-05-05
25518,LYTS,2004-09-29
25519,LYTS,2008-07-03
25520,BEST,1987-04-27
25521,BEST,1988-06-08
25522,BEST,1989-10-13
25523,MMM,2003-12-16
25524,TBSAU,1999-08-03
25525,MMM,2000-09-08
25526,MMM,2001-06-19
25527,MMM,2002-07-22
25528,MMM,2003-02-05
25529,MMM,2003-02-05
25530,MMM,2003-03-21
25531,MMM,2003-05-05
25532,MMM,2003-05-05
25533,MMM,2003-12-03
25534,MMM,2003-12-03
25535,MMM,2002-02-12
25536,MMM,2004-04-12
25537,MMM,2004-03-23
25538,MMM,2002-12-11
25539,MMM,2003-03-21
25540,MMM,2004-04-07
25541,MMM,2002-04-04
25542,MMM,2004-09-29
25543,MMM,2002-12-11
25544,MMM,2004-06-21
25545,MMM,2003-06-04
25546,MMM,2005-03-16
25547,MMM,2004-03-01
25548,MMM,2002-04-04
25549,MMM,2006-04-11
25550,MMM,2005-03-16
25551,MMM,2004-10-01
25552,MMM,2004-12-10
25553,MMM,2004-10-01
25554,MMM,2005-01-25
25555,MMM,2004-03-02
25556,MMM,2003-12-10
25557,MMM,2006-10-13
25558,MMM,2006-08-08
25559,MMM,2008-01-28
25560,MMM,2004-04-28
25561,MMM,2007-10-08
25562,MMM,2008-11-04
25563,QCOM,1999-07-29
25564,MMM,2002-12-19
25565,MMM,2003-05-28
25566,XRAY,1992-12-07
25567,XRAY,1994-03-25
25568,NCR,1977-11-04
25569,ARR,1976-02-18
25570,JJSF,1995-02-24
25571,LB,1993-09-30
25572,PPG,1985-03-29
25573,LYTS,1995-05-04
25574,LYTS,1997-02-14
25575,LYTS,1999-10-01
25576,QCOM,1988-01-19
25577,PCB,1987-02-02
25578,ITT,1988-04-22
25579,ITT,1993-03-23
25580,ITT,1994-11-01
25581,ITT,1995-03-23
25582,ITT,1997-05-01
25583,DWPP,2002-03-04
25584,AGNG,2001-12-03
25585,AGNG,2002-11-27
25586,AGNG,2001-02-02
25587,AGNG,2001-01-26
25588,AGNG,2004-12-20
25589,AGNG,2006-03-12
25590,MITT,1973-06-29
25591,UVE,1999-01-08
25592,MMM,2001-09-12
25593,MMM,2000-10-18
25594,GSQD,1993-05-14
25595,FLOW,1993-05-19
25596,ASML,2003-02-20
25597,ASML,2005-12-13
25598,ASML,2003-02-20
25599,ADCT,2006-04-21
25600,ADCT,2006-12-20
25601,ADCT,2008-02-06
25602,FMC,2000-09-28
25603,MMM,2001-05-17
25604,MMM,1999-12-01
25605,MMM,2000-08-22
25606,MMM,2001-11-05
25607,AMC,1975-11-04
25608,NCR,1992-09-02
25609,NCR,1993-05-10
25610,NCR,1995-02-23
25611,ASML,2002-11-27
25612,ASML,2004-09-13
25613,ASML,2003-11-12
25614,ASML,2004-06-29
25615,ASML,2007-02-20
25616,ASML,2005-09-14
25617,ASML,2007-09-13
25618,EMKR,2002-08-06
25619,JPM,2002-05-24
25620,HPQ,1997-09-02
25621,HPQ,1999-02-02
25622,LYTS,2002-07-10
25623,LYTS,2003-06-09
25624,FMC,1974-05-20
25625,GSQD,1991-11-12
25626,PPG,1975-08-01
25627,PPG,1977-12-08
25628,ABB,1990-12-19
25629,ABB,2005-07-15
25630,JJSF,2003-02-14
25631,ITT,1977-11-18
25632,ITT,1975-12-01
25633,ITT,1977-04-25
25634,PPG,1979-08-01
25635,PPG,1982-05-03
25636,PPG,1982-05-03
25637,UVE,1996-01-30
25638,UVE,1999-01-14
25639,LYTS,2002-05-09
25640,QCOM,2006-11-30
25641,NVDA,2000-03-31
25642,NVDA,2001-09-28
25643,NVDA,2001-08-06
25644,NVDA,2001-12-06
25645,NVDA,2005-11-18
25646,STE,1988-08-08
25647,STE,1989-04-24
25648,DNZ,1990-10-26
25649,ITT,1992-07-27
25650,XRAY,1974-04-25
25651,NCR,2003-09-23
25652,FMC,1973-08-06
25653,LYTS,1998-07-29
25654,QCOM,1999-11-04
25655,LYTS,1998-02-20
25656,LYTS,1999-08-02
25657,LYTS,1998-03-19
25658,LYTS,1998-05-21
25659,LYTS,2000-11-28
25660,LYTS,1998-07-09
25661,LYTS,2000-10-31
25662,LYTS,2000-04-14
25663,QCOM,2000-12-18
25664,MAG,1989-04-11
25665,NCR,1990-08-29
25666,QCOM,2001-10-26
25667,QCOM,2002-06-24
25668,QCOM,2002-06-19
25669,QCOM,2002-08-21
25670,QCOM,2002-08-21
25671,QCOM,2002-04-08
25672,QCOM,2004-02-19
25673,QCOM,2003-01-07
25674,QCOM,2004-03-05
25675,QCOM,2002-11-07
25676,QCOM,2002-10-08
25677,QCOM,2002-04-08
25678,QCOM,2004-02-17
25679,QCOM,2002-05-13
25680,QCOM,2002-04-08
25681,QCOM,2004-02-17
25682,QCOM,2007-01-16
25683,QCOM,2004-06-14
25684,QCOM,2003-02-18
25685,QCOM,2003-08-19
